timestamp,cable_id,estado,edad_cable,potencia_dbm,temperatura,osnr,ber
2025-01-28 19:20:48.667365,DWDM-06252,safe,2,-16.26085129537517,44.0947043806505,36.45475212776064,2.887125558636357e-16
2024-11-24 11:20:48.667365,DWDM-04684,safe,2,-17.811977478880426,34.90733481607501,37.48718326761508,3.957679493030528e-15
2024-07-24 10:20:48.667365,DWDM-01731,safe,1,-15.921617715211358,36.62670800970451,37.340408105425496,1.481852137075068e-16
2024-11-26 21:20:48.667365,DWDM-04742,safe,2,-16.51095833055752,37.50404757839235,39.85647455986469,1.3878496639438595e-16
2024-11-17 16:20:48.667365,DWDM-04521,safe,3,-14.756632479710271,40.18583251192561,36.04142793032117,1.2208562105441656e-16
2025-02-01 11:20:48.667365,DWDM-06340,safe,3,-12.621261431716704,35.18527524027213,35.7404391902008,5.269496017325679e-15
2024-06-06 07:20:48.667365,DWDM-00576,safe,2,-14.790211948384036,38.08903639527141,36.712362781179145,2.289267249732637e-15
2024-12-16 01:20:48.667365,DWDM-05202,safe,1,-15.376212032226404,37.87364022415827,38.91252817974679,6.645571256151049e-16
2025-02-02 10:20:48.667365,DWDM-06363,safe,2,-13.08465572904436,39.20803101000267,36.92335312398717,1.4063703599481781e-14
2024-05-31 14:20:48.667365,DWDM-00439,safe,2,-16.298857575853003,37.361130752758456,39.63807117574028,3.3934355644357848e-15
2024-09-04 21:20:48.667365,DWDM-02750,safe,3,-13.617370159514756,41.888689245788726,39.15688141857186,3.180488274916948e-15
2025-03-21 06:20:48.667365,DWDM-07487,warning,6,-21.44127108816109,61.90392295991145,28.379405930204797,3.0536776324936816e-10
2024-12-18 23:20:48.667365,DWDM-05272,safe,2,-13.864221141349446,34.500686837274465,37.28659978105355,7.082437901910028e-15
2025-01-03 20:20:48.667365,DWDM-05653,safe,3,-15.597840864413795,40.3205994581721,39.08943871064375,5.7530795254877275e-15
2024-10-26 22:20:48.667365,DWDM-03999,safe,3,-17.870740033105704,38.40161972858949,35.49155730118619,7.754120230833084e-15
2025-01-19 16:20:48.667365,DWDM-06033,safe,2,-14.747515003197726,35.27312784111934,39.51375507487039,1.1525082796654973e-15
2024-06-06 13:20:48.667365,DWDM-00582,safe,2,-17.87313609106941,39.08195466526571,35.411007947409665,8.525881144791824e-16
